Id_x,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,BsmtFullBath_1,BsmtFullBath_2,BsmtFullBath_3,BsmtHalfBath_1,BsmtHalfBath_2,FullBath_1,FullBath_2,FullBath_3,HalfBath_1,HalfBath_2,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_Rec,BsmtFinType2_Unf,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,ExterCond_Fa,ExterCond_Gd,ExterCond_Po,ExterCond_TA,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,BsmtCond_Gd,BsmtCond_Po,BsmtCond_TA,HeatingQC_Fa,HeatingQC_Gd,HeatingQC_Po,HeatingQC_TA,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1037,20,1.0,89.0,12898,2,1,2,3,1,1,3,Timber,3,3,1.0,1,9,5,2007,2008,4,2,15,15.0,5,70.0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1022,0,598,1620,1620,0,0,1620,2,1,5,6,7,1,5,Attchd,2008.0,3,3,912,3,3,3,228,0,0,0,0,0,0,9,2009,WD,Normal,315500
1038,60,1.0,,9240,2,1,1,1,1,1,3,CollgCr,3,3,1.0,4,8,5,2001,2002,2,2,15,15.0,2,396.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1055,1055,1055,1208,0,2263,3,1,4,7,7,1,3,BuiltIn,2001.0,3,2,905,3,3,3,0,45,0,0,189,0,0,9,2008,WD,Normal,287000
1039,160,2.0,21.0,1533,2,1,1,1,1,1,3,MeadowV,3,3,,4,4,6,1970,2008,2,2,6,,4,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,546,546,798,546,0,1344,3,1,3,6,7,1,3,None,1980.0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,2009,WD,Normal,97000
1040,180,2.0,21.0,1477,2,1,1,1,1,1,3,MeadowV,3,3,4.0,7,4,4,1970,1970,2,2,6,,4,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,509,0,121,630,630,0,0,630,1,1,3,3,7,0,0,Attchd,1970.0,1,1,286,3,3,3,0,0,0,0,0,0,0,4,2009,WD,Normal,80000
1041,20,1.0,88.0,13125,2,1,1,1,1,2,3,Sawyer,3,3,1.0,1,5,4,1957,2000,2,2,16,16.0,1,67.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,168,682,284,1134,1803,0,0,1803,3,1,3,8,3,1,3,Attchd,1957.0,2,2,484,3,3,3,0,0,0,0,0,0,0,1,2006,WD,Normal,155000
1042,60,1.0,,9130,2,1,1,1,1,1,3,NWAmes,2,3,1.0,4,6,8,1966,2000,4,2,7,7.0,2,252.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,400,64,336,800,800,832,0,1632,4,1,4,7,7,0,0,Attchd,1966.0,1,2,484,3,3,3,0,40,0,0,0,0,0,7,2008,WD,Normal,173000
1043,120,1.0,34.0,5381,2,1,2,1,1,1,3,NridgHt,3,3,,1,6,5,2005,2005,2,2,15,15.0,5,135.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,900,0,406,1306,1306,0,0,1306,1,1,4,5,7,1,4,Attchd,2005.0,2,2,624,3,3,3,170,63,0,0,0,0,0,8,2009,WD,Normal,196000
1044,60,1.0,86.0,11839,2,1,1,1,1,1,3,SawyerW,3,3,1.0,4,7,5,1990,1990,4,2,7,7.0,2,99.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1085,0,390,1475,1532,797,0,2329,4,1,4,10,7,1,5,Attchd,1990.0,1,2,514,3,3,3,192,121,0,0,0,0,0,5,2008,WD,Normal,262280
1045,20,1.0,80.0,9600,2,1,1,1,1,1,3,NWAmes,6,3,1.0,1,8,5,1981,1981,4,8,4,4.0,4,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1104,0,1420,2524,2524,0,0,2524,4,1,4,9,7,1,4,Attchd,1981.0,3,2,542,3,3,3,474,120,0,0,0,0,0,7,2009,WD,Normal,278000
1046,20,1.0,,13680,2,1,2,1,1,3,3,Edwards,3,3,1.0,1,3,5,1955,1955,4,2,4,16.0,4,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1733,0,0,1733,4,1,3,8,5,1,4,Attchd,1955.0,1,2,452,3,3,3,0,0,0,0,0,0,0,6,2009,WD,Normal,139600
1047,60,1.0,85.0,16056,2,1,2,1,1,1,3,StoneBr,3,3,1.0,4,9,5,2005,2006,4,2,6,,5,208.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,240,0,1752,1992,1992,876,0,2868,4,1,5,11,7,1,4,BuiltIn,2005.0,3,3,716,3,3,3,214,108,0,0,0,0,0,7,2006,New,Partial,556581
1048,20,1.0,57.0,9245,2,1,3,1,1,1,3,CollgCr,3,3,1.0,1,5,5,1994,1995,2,2,15,15.0,4,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,686,0,304,990,990,0,0,990,3,1,3,5,7,0,0,Detchd,1996.0,1,2,672,3,3,3,0,0,0,0,0,0,0,2,2008,WD,Normal,145000
1049,20,1.0,100.0,21750,2,1,1,1,1,1,3,Mitchel,3,3,1.0,1,5,4,1960,2006,4,2,7,7.0,2,75.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1771,0,0,1771,3,1,3,9,6,1,3,Attchd,1960.0,1,2,336,3,3,3,0,0,0,0,0,0,0,11,2009,WD,Normal,115000
1050,20,1.0,60.0,11100,2,1,1,4,1,1,3,Edwards,3,3,1.0,1,4,7,1946,2006,2,2,9,9.0,4,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,0,0,930,2,1,4,6,7,0,0,Detchd,1946.0,1,1,308,3,3,3,0,0,0,0,0,0,0,4,2010,WD,Abnorml,84900
1051,20,1.0,73.0,8993,2,1,2,1,1,1,3,Gilbert,3,3,1.0,1,7,5,2007,2007,2,2,15,15.0,4,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1302,1302,1302,0,0,1302,3,1,4,6,7,0,0,Attchd,2007.0,3,2,436,3,3,3,0,22,0,0,0,0,0,8,2007,New,Partial,176485
1052,20,1.0,103.0,11175,2,1,2,1,1,2,3,CollgCr,3,3,1.0,1,7,5,2007,2007,2,2,15,15.0,4,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1316,1316,1316,0,0,1316,3,1,4,6,7,1,4,Attchd,2007.0,3,2,440,3,3,3,0,20,0,0,0,0,0,10,2007,New,Partial,200141
1053,60,1.0,100.0,9500,2,1,1,1,1,2,3,NAmes,1,3,1.0,4,6,6,1964,1978,2,2,15,15.0,1,272.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,442,0,374,816,1127,850,0,1977,4,1,3,9,7,1,3,Attchd,1964.0,2,2,540,3,3,3,0,52,0,0,0,0,0,6,2007,WD,Normal,165000
1054,20,1.0,68.0,8562,2,1,1,1,1,1,2,Edwards,3,3,1.0,1,5,6,1957,2002,4,2,7,7.0,5,145.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,383,0,833,1216,1526,0,0,1526,4,1,3,7,5,1,4,Basment,1957.0,1,1,364,3,3,3,116,78,0,0,0,0,0,5,2010,WD,Normal,144500
1055,60,1.0,90.0,11367,2,1,1,1,1,2,3,CollgCr,3,3,1.0,4,8,5,2002,2002,2,2,15,15.0,2,210.0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,932,0,133,1065,1091,898,0,1989,3,1,4,7,7,1,4,Attchd,2002.0,3,2,586,3,3,3,199,60,0,0,0,0,0,11,2006,WD,Normal,255000
1056,20,1.0,104.0,11361,2,1,1,1,1,1,3,NWAmes,3,3,1.0,1,6,5,1976,1976,2,2,11,11.0,2,160.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,644,0,549,1193,1523,0,0,1523,3,1,3,7,7,1,3,Attchd,1976.0,3,2,478,3,3,3,0,0,0,0,189,0,0,5,2008,COD,Abnorml,180000
1057,120,1.0,43.0,7052,2,1,2,1,1,1,3,NridgHt,3,3,4.0,1,7,5,2005,2005,2,2,15,15.0,5,240.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,659,0,705,1364,1364,0,0,1364,2,1,4,6,7,1,4,Attchd,2005.0,2,2,484,3,3,3,192,36,0,0,0,0,0,6,2006,WD,Normal,185850
1058,60,1.0,,29959,2,1,3,1,1,4,3,NoRidge,3,3,1.0,4,7,6,1994,1994,2,2,7,7.0,4,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,595,0,378,973,979,871,0,1850,3,1,4,7,7,1,4,BuiltIn,1994.0,3,2,467,3,3,3,168,98,0,0,0,0,0,1,2009,WD,Normal,248000
1059,60,1.0,96.0,11308,2,1,2,1,1,1,3,NridgHt,3,3,1.0,4,9,5,2008,2008,2,2,15,15.0,5,154.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,936,0,168,1104,1130,1054,0,2184,3,1,5,10,7,1,4,Attchd,2008.0,3,3,836,3,3,3,0,102,0,0,0,0,0,7,2009,WD,Normal,335000
1060,50,1.0,,11275,2,1,2,3,1,2,2,Crawfor,3,3,1.0,2,6,7,1932,1950,2,2,9,9.0,2,480.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,297,557,0,854,1096,895,0,1991,3,1,3,7,7,1,4,Detchd,1977.0,1,2,432,3,2,3,0,0,19,0,0,0,0,3,2007,WD,Normal,220000
1061,120,1.0,41.0,4920,2,1,1,1,1,1,3,StoneBr,3,3,4.0,1,8,5,2001,2001,2,2,6,,4,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,616,0,722,1338,1338,0,0,1338,2,1,4,6,7,0,0,Attchd,2001.0,3,2,582,3,3,3,0,0,170,0,0,0,0,4,2010,WD,Normal,213500
1062,30,,120.0,18000,1,1,1,4,1,1,3,IDOTRR,3,3,1.0,1,3,4,1935,1950,2,2,9,9.0,4,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,894,894,894,0,0,894,2,1,3,6,7,0,0,Detchd,1994.0,2,3,1248,3,3,3,0,20,0,0,0,0,560,8,2008,ConLD,Normal,81000
1063,190,2.0,85.0,13600,2,3,1,1,1,1,3,OldTown,3,3,,4,5,5,1900,1950,2,2,16,16.0,4,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,662,662,1422,915,0,2337,5,2,3,10,5,0,0,Detchd,1945.0,1,2,560,3,3,3,0,57,0,0,0,0,0,9,2007,WD,Normal,90000
1064,30,2.0,50.0,6000,2,1,1,1,1,1,3,OldTown,1,3,1.0,1,6,6,1925,1980,2,2,9,9.0,4,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,397,0,706,1103,1103,0,0,1103,2,1,4,5,7,1,4,Detchd,1976.0,1,2,440,3,3,3,166,120,0,0,0,0,0,7,2006,WD,Normal,110500
1065,20,1.0,,11000,2,1,2,1,1,3,3,NAmes,3,3,1.0,1,5,6,1966,1966,2,2,11,11.0,2,200.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,740,230,184,1154,1154,0,0,1154,3,1,3,6,7,1,1,Attchd,1966.0,2,2,480,3,3,3,0,58,0,0,0,0,0,11,2009,WD,Normal,154000
1066,60,1.0,80.0,14000,2,1,1,1,1,1,2,ClearCr,3,3,1.0,4,7,5,1996,1997,2,2,16,16.0,4,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1201,0,105,1306,1306,954,0,2260,3,1,4,7,7,0,0,Attchd,1996.0,2,2,533,3,3,3,296,44,0,0,0,0,0,4,2010,WD,Normal,328000
1067,60,1.0,59.0,7837,2,1,2,1,1,1,3,Gilbert,3,3,1.0,4,6,7,1993,1994,2,2,15,15.0,4,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,799,799,799,772,0,1571,3,1,3,7,7,1,3,Attchd,1993.0,2,2,380,3,3,3,0,40,0,0,0,0,0,5,2009,WD,Normal,178000
1068,60,1.0,80.0,9760,2,1,1,1,1,1,2,NAmes,3,3,1.0,4,6,6,1964,1964,2,2,7,7.0,2,360.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,674,106,0,780,798,813,0,1611,4,1,3,7,7,0,0,Attchd,1964.0,2,2,442,3,3,3,328,128,0,0,189,0,0,6,2008,WD,Normal,167900
1069,160,2.0,42.0,3964,2,1,1,1,1,1,3,MeadowV,3,3,4.0,4,6,4,1973,1973,2,2,6,,4,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,837,0,105,942,1291,1230,0,2521,5,1,3,10,3,1,4,Attchd,1973.0,3,2,576,3,3,3,728,20,0,0,0,0,0,6,2006,WD,Normal,151400
1070,45,1.0,60.0,9600,2,1,1,1,1,1,3,NAmes,3,3,1.0,3,5,7,1949,2003,2,2,9,9.0,4,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,220,0,625,845,893,0,0,893,2,1,4,4,7,0,0,Detchd,1985.0,1,2,576,3,3,3,0,0,0,0,0,0,0,5,2007,WD,Normal,135000
1071,20,1.0,72.0,10152,2,1,1,1,1,1,3,NAmes,3,3,1.0,1,5,5,1956,1956,4,2,9,9.0,2,120.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,586,0,462,1048,1048,0,0,1048,3,1,3,6,7,0,0,Attchd,1956.0,1,1,286,3,3,3,0,20,0,0,192,0,0,6,2007,WD,Normal,135000
1072,60,1.0,78.0,11700,2,1,1,1,1,1,3,NWAmes,5,3,1.0,4,6,6,1968,1968,2,2,9,9.0,4,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,298,0,429,727,829,727,0,1556,4,1,3,8,7,0,0,Attchd,1968.0,1,2,441,3,3,3,0,0,0,0,0,0,0,5,2009,WD,Normal,154000
1073,50,1.0,50.0,7585,2,1,1,1,1,1,3,Edwards,1,3,1.0,2,5,3,1948,1950,2,2,9,9.0,4,0.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,810,810,1002,454,0,1456,4,1,3,7,7,1,3,Detchd,1954.0,1,1,280,3,3,2,0,0,0,0,0,0,0,8,2006,WD,Normal,91500
1074,60,1.0,75.0,7950,2,1,2,2,1,2,3,Edwards,3,3,1.0,4,6,6,1977,1977,4,2,7,11.0,2,140.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,535,0,155,690,698,728,0,1426,3,1,3,6,7,0,0,Attchd,1977.0,3,2,440,3,3,3,252,0,0,0,0,0,0,7,2009,WD,Normal,159500
1075,20,1.0,74.0,8556,2,1,1,1,1,1,3,CollgCr,3,3,1.0,1,7,5,2006,2006,2,2,15,15.0,4,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1240,1240,1240,0,0,1240,2,1,4,5,7,0,0,Attchd,2006.0,2,3,826,3,3,3,140,93,0,0,0,0,0,5,2007,WD,Normal,194000
1076,70,1.0,75.0,13125,2,1,1,1,1,1,3,Crawfor,3,3,1.0,4,7,6,1940,1984,2,2,16,16.0,4,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,410,0,390,800,960,780,0,1740,3,1,3,6,7,2,4,Attchd,1940.0,1,1,240,3,3,3,0,0,0,0,0,0,0,7,2007,CWD,Normal,219500
1077,50,1.0,60.0,10800,2,3,1,1,1,1,3,OldTown,3,3,1.0,2,5,8,1936,1989,2,2,16,16.0,4,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,626,0,170,796,1096,370,0,1466,3,1,4,7,6,1,3,Attchd,1950.0,1,2,566,3,3,3,436,21,0,0,0,0,500,4,2006,WD,Normal,170000
1078,20,1.0,,15870,2,1,2,1,1,2,3,NAmes,3,3,1.0,1,5,5,1969,1969,2,2,15,11.0,4,0.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,75,791,230,1096,1096,0,0,1096,3,1,3,6,7,0,0,Attchd,1969.0,3,1,299,3,3,3,240,32,0,0,0,0,0,3,2006,WD,Abnorml,138800
1079,120,2.0,37.0,4435,2,1,1,1,1,1,3,CollgCr,3,3,4.0,1,6,5,2004,2004,2,2,15,15.0,2,169.0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,662,0,186,848,848,0,0,848,1,1,4,3,7,1,4,Attchd,2004.0,2,2,420,3,3,3,140,0,0,0,0,0,0,5,2006,WD,Normal,155900
1080,20,1.0,65.0,8775,2,1,1,1,1,1,3,CollgCr,3,3,1.0,1,5,5,1994,1994,2,2,15,15.0,4,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,495,0,495,990,990,0,0,990,3,1,3,5,7,0,0,Attchd,1996.0,1,1,299,3,3,3,0,64,0,0,0,0,0,4,2007,WD,Normal,126000
1081,20,1.0,80.0,11040,2,1,1,1,1,1,3,NWAmes,3,3,1.0,1,6,7,1971,2004,2,2,15,15.0,2,144.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,656,0,602,1258,1258,0,0,1258,3,1,4,5,7,0,0,Attchd,1971.0,2,2,528,3,3,3,55,0,0,216,0,0,0,10,2008,COD,Abnorml,145000
1082,20,1.0,75.0,7500,2,1,1,1,1,2,3,Sawyer,2,3,1.0,1,5,5,1963,1963,2,2,7,7.0,4,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,824,0,216,1040,1040,0,0,1040,3,1,3,5,7,0,0,Attchd,1963.0,3,1,308,3,3,3,0,0,220,0,0,0,0,6,2010,WD,Normal,133000
1083,20,1.0,70.0,8749,2,1,1,1,1,1,3,CollgCr,3,3,1.0,1,7,5,2002,2002,2,2,15,15.0,2,100.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1459,1459,1459,0,0,1459,3,1,4,6,7,1,4,Attchd,2002.0,2,2,527,3,3,3,192,39,0,0,0,0,0,9,2007,WD,Normal,192000
1084,20,1.0,80.0,8800,2,1,1,1,1,1,3,NAmes,3,3,1.0,1,6,6,1964,1964,4,2,7,7.0,2,425.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,553,0,698,1251,1251,0,0,1251,3,1,3,6,7,2,4,Attchd,1964.0,2,1,461,3,3,3,0,116,0,0,0,0,700,3,2006,WD,Normal,160000
1085,60,1.0,,13031,2,1,3,1,1,2,3,Gilbert,3,3,1.0,4,6,5,1995,1996,2,2,7,7.0,4,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,592,0,99,691,691,807,0,1498,3,1,3,6,7,1,3,Attchd,1995.0,3,2,409,3,3,3,315,44,0,0,0,0,0,7,2006,WD,Normal,187500
